idx,Year,Player,Pos,School,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Height_inches,Probowl
263,2001.0,Tupe Peko,C,Michigan State,300.0,5.36,28.0,,92.0,8.1,4.56,76.0,False
264,2001.0,Jesse Palmer,QB,Florida,231.0,4.78,35.5,,112.0,7.13,4.29,74.0,False
265,2001.0,Chukky Okobi,C,Purdue,316.0,5.27,32.5,24.0,103.0,7.87,4.61,73.0,False
266,2001.0,Dan O'Leary,TE,Notre Dame,252.0,5.02,32.0,16.0,113.0,7.4,4.31,76.0,False
267,2001.0,Moran Norris,FB,Kansas,250.0,4.63,31.0,37.0,114.0,7.56,4.5,73.0,False
268,2001.0,Steve Neal,WR,Western Michigan,190.0,4.59,36.0,,119.0,7.18,4.19,73.0,False
269,2001.0,Brian Natkin,TE,Texas-El Paso,251.0,4.95,27.0,20.0,98.0,7.78,4.59,74.0,False
270,2001.0,Santana Moss,WR,Miami (FL),184.0,4.31,,,,,,70.0,True
271,2001.0,Quincy Morgan,WR,Kansas State,211.0,4.48,,,,,,73.0,False
272,2001.0,Matt Light,OT,Purdue,311.0,5.29,,26.0,,7.84,4.49,77.0,True
273,2001.0,Cleo Lemon,QB,Arkansas State,226.0,4.87,35.5,,106.0,7.33,4.27,74.0,False
274,2001.0,Jabari Holloway,TE,Notre Dame,253.0,4.91,38.5,20.0,113.0,7.14,4.4,74.0,False
275,2001.0,Travis Henry,RB,Tennessee,223.0,4.61,,23.0,,,,69.0,True
276,2001.0,Todd Heap,TE,Arizona State,252.0,4.68,,,,,,77.0,True
277,2001.0,Tim Hasselbeck,QB,Boston College,211.0,4.83,33.0,,113.0,7.27,4.4,73.0,False
278,2001.0,Antoine Harris,TE,Southern California,260.0,4.93,,11.0,,,,75.0,False
279,2001.0,Ben Hamilton,C,Minnesota,303.0,5.26,33.5,17.0,106.0,7.62,4.62,77.0,False
280,2001.0,Reggie Germany,WR,Ohio State,183.0,4.39,,,,,,73.0,False
281,2001.0,Arnold Jackson,WR,Louisville,167.0,4.48,41.0,,127.0,7.42,4.11,68.0,False
282,2001.0,George Layne,FB,TCU,242.0,4.59,32.0,,115.0,7.08,4.19,71.0,False
283,2001.0,Andre King,WR,Miami (FL),199.0,4.61,,,,,,72.0,False
284,2001.0,Kevin Kasper,WR,Iowa,199.0,4.42,43.5,,126.0,6.56,3.73,72.0,False
285,2001.0,Lamont Jordan,RB,Maryland,234.0,4.57,,24.0,,,,70.0,False
286,2001.0,Kenyatta Jones,OT,South Florida,308.0,5.01,,31.0,,,,75.0,False
287,2001.0,Rudi Johnson,RB,Auburn,227.0,4.57,37.5,24.0,119.0,7.32,4.22,70.0,True
288,2001.0,Chad Johnson,WR,Oregon State,192.0,4.57,33.0,,108.0,7.51,4.14,73.0,True
289,2001.0,Jonas Jennings,OT,Georgia,334.0,5.31,29.5,31.0,102.0,8.08,4.93,76.0,False
290,2001.0,Cedric James,WR,TCU,204.0,4.49,43.0,,134.0,,,74.0,False
291,2001.0,James Jackson,RB,Miami (FL),210.0,4.55,,,,,,70.0,False
292,2001.0,Roberto Garza,C,Texas A&M-Kingsville,303.0,5.0,32.5,37.0,114.0,7.71,4.53,74.0,False
293,2001.0,Kendrell Bell,ILB,Georgia,234.0,4.64,38.5,24.0,124.0,7.25,4.5,73.0,True
294,2001.0,Monty Beisel,DE,Kansas State,270.0,4.83,34.5,25.0,110.0,7.32,4.28,76.0,False
295,2001.0,Gary Baxter,CB,Baylor,204.0,4.53,37.5,,122.0,7.39,4.21,74.0,False
296,2001.0,Rodney Bailey,DE,Ohio State,283.0,5.1,,,,,,75.0,False
297,2001.0,Adam Archuleta,SS,Arizona State,211.0,4.46,,31.0,,,,72.0,False
298,2001.0,Will Allen,CB,Syracuse,192.0,4.44,39.5,14.0,121.0,6.78,3.9,70.0,False
299,2001.0,Brian Allen,OLB,Florida State,238.0,4.65,,25.0,,,,72.0,False
300,2001.0,Keith Adams,OLB,Clemson,219.0,4.82,,24.0,104.0,,,71.0,False
301,2001.0,Jamal Reynolds,DE,Florida State,267.0,4.72,,,,,,75.0,False
302,2001.0,Karon Riley,DE,Minnesota,264.0,4.75,,,,,,74.0,False
303,2001.0,Shaun Rogers,DT,Texas,320.0,5.28,,,,,,76.0,True
304,2001.0,Jace Sayler,DT,Michigan State,294.0,5.06,31.0,29.0,105.0,7.81,4.59,77.0,False
305,2001.0,John Schlecht,DT,Minnesota,295.0,4.95,31.5,27.0,101.0,7.45,4.3,72.0,False
306,2001.0,Marcus Bell,DT,Memphis,319.0,5.32,,17.0,98.0,8.07,4.71,73.0,False
307,2001.0,Cory Bird,SS,Virginia Tech,217.0,4.6,,22.0,,,,70.0,False
308,2001.0,Quinton Caver,ILB,Arkansas,227.0,4.67,37.5,23.0,118.0,7.66,4.25,76.0,False
309,2001.0,Andre Carter,DE,California,249.0,4.84,38.5,20.0,132.0,,4.24,76.0,True
310,2001.0,Jerametrius Butler,CB,Kansas State,173.0,4.57,36.0,11.0,121.0,7.22,4.4,70.0,False
311,2001.0,Derrick Burgess,DE,Mississippi,264.0,4.92,40.0,24.0,125.0,7.85,,74.0,True
312,2001.0,James Boyd,SS,Penn State,207.0,4.59,32.5,,117.0,7.29,4.24,71.0,False
313,2001.0,Fred Booker,CB,LSU,193.0,4.65,,,,,,69.0,False
314,2001.0,Willie Blade,DT,Mississippi State,316.0,4.93,,,,,,75.0,False
315,2001.0,Harold Blackmon,CB,Northwestern,210.0,4.54,37.0,17.0,121.0,7.03,4.28,71.0,False
316,2001.0,Aaron Schobel,DE,TCU,263.0,4.75,38.0,,119.0,7.16,4.03,76.0,True
317,2001.0,Carey Scott,CB,Kentucky State,208.0,4.65,30.0,,113.0,7.52,4.18,71.0,False
318,2001.0,Cedric Scott,DE,Southern Miss,281.0,4.86,35.5,23.0,107.0,7.67,4.37,78.0,False
319,2001.0,T.J. Turner,ILB,Michigan State,273.0,4.8,,,,,,75.0,False
320,2001.0,Kyle Vanden Bosch,DE,Nebraska,270.0,4.75,36.5,26.0,119.0,6.82,4.08,76.0,True
321,2001.0,Fred Wakefield,DE,Illinois,287.0,5.09,29.0,26.0,108.0,7.49,4.64,79.0,False
322,2001.0,Raymond Walls,CB,Southern Miss,176.0,4.51,39.0,,124.0,,4.18,71.0,False
323,2001.0,Gerard Warren,DT,Florida,325.0,5.0,,,,,,76.0,False
324,2001.0,Eric Westmoreland,OLB,Tennessee,236.0,4.63,36.5,21.0,115.0,7.47,4.21,72.0,False
325,2001.0,James Whitley,CB,Michigan,193.0,4.73,39.0,9.0,118.0,7.04,4.4,70.0,False
326,2001.0,Brock Williams,CB,Notre Dame,183.0,4.46,42.5,11.0,130.0,6.7,4.21,70.0,False
327,2001.0,Jimmy Williams,CB,Vanderbilt,188.0,4.58,36.0,,120.0,7.12,,70.0,False
328,2001.0,Jamie Winborn,ILB,Vanderbilt,229.0,4.63,35.5,,111.0,,,71.0,False
329,2001.0,Shawn Worthen,DT,TCU,310.0,5.18,30.0,23.0,103.0,7.5,4.61,73.0,False
330,2001.0,Joe Tafoya,DE,Arizona,269.0,4.91,33.0,28.0,111.0,7.65,4.4,76.0,False
331,2001.0,Richard Seymour,DT,Georgia,299.0,4.95,,,,,,78.0,True
332,2001.0,Dwight Smith,CB,Akron,212.0,4.51,33.5,15.0,114.0,,,70.0,False
333,2001.0,Justin Smith,DE,Missouri,267.0,4.64,34.0,26.0,117.0,,,76.0,True
334,2001.0,Kenny Smith,DT,Alabama,299.0,5.24,30.0,,100.0,8.0,4.8,75.0,False
335,2001.0,Fred Smoot,CB,Mississippi State,172.0,4.48,,,,,,71.0,False
336,2001.0,Brandon Spoon,ILB,North Carolina,245.0,4.75,35.5,33.0,110.0,7.3,4.15,74.0,False
337,2001.0,Markus Steele,OLB,Southern California,232.0,4.62,33.0,,119.0,7.15,4.5,75.0,False
338,2001.0,Daleroy Stewart,DT,Southern Miss,309.0,4.9,33.0,,110.0,7.75,4.72,75.0,False
339,2001.0,Michael Stone,CB,Memphis,191.0,4.51,41.0,17.0,127.0,,,71.0,False
340,2001.0,Marcus Stroud,DT,Georgia,321.0,5.13,30.0,21.0,110.0,8.07,4.72,78.0,True
341,2001.0,Ellis Wyms,DE,Mississippi State,285.0,4.97,28.0,,103.0,7.71,4.47,75.0,False
342,2001.0,Patrick Chukwurah,OLB,Wyoming,238.0,4.77,40.0,24.0,119.0,7.34,4.21,74.0,False
344,2001.0,Tommy Polley,OLB,Florida State,234.0,4.55,,,,,,76.0,False
345,2001.0,Damione Lewis,DT,Miami (FL),293.0,4.9,,22.0,,,,75.0,False
346,2001.0,Justin Kurpeikis,DE,Penn State,252.0,4.97,31.5,22.0,118.0,6.82,4.1,75.0,False
347,2001.0,Ross Kolodziej,DE,Wisconsin,290.0,4.87,34.5,25.0,111.0,7.37,4.36,75.0,False
348,2001.0,Eric Kelly,CB,Kentucky,199.0,4.46,36.0,15.0,120.0,7.24,4.18,70.0,False
349,2001.0,Bhawoh Jue,CB,Penn State,199.0,4.54,34.5,,113.0,7.21,4.27,72.0,False
350,2001.0,Ligarius Jennings,CB,Tennessee State,202.0,4.67,34.0,11.0,120.0,7.07,4.03,69.0,False
351,2001.0,Kris Jenkins,DT,Maryland,318.0,5.19,31.0,33.0,108.0,7.85,4.4,77.0,True
352,2001.0,Orlando Huff,OLB,Fresno State,245.0,4.7,,16.0,,,,74.0,False
353,2001.0,Willie Howard,DT,Stanford,295.0,4.94,,23.0,,,,75.0,False
354,2001.0,Rashad Holman,CB,Louisville,186.0,4.58,42.0,6.0,129.0,7.09,3.85,71.0,False
355,2001.0,Ken Lucas,CB,Mississippi,200.0,4.45,,,,,,72.0,False
356,2001.0,Torrance Marshall,ILB,Oklahoma,249.0,4.7,,,,,,74.0,False
357,2001.0,Carlos Polk,ILB,Nebraska,251.0,4.76,,,,,,74.0,False
358,2001.0,Ryan Pickett,DT,Ohio State,309.0,5.1,,,,,,74.0,False
359,2001.0,Leonard Myers,CB,Miami (FL),190.0,4.65,37.0,13.0,120.0,7.21,4.16,70.0,False
360,2001.0,Dan Morgan,ILB,Miami (FL),240.0,4.54,,,,,,74.0,True
361,2001.0,Zeke Moreno,ILB,Southern California,248.0,4.76,,24.0,,7.1,4.31,74.0,False
362,2001.0,Mario Monds,DT,Cincinnati,342.0,5.04,28.5,,99.0,8.06,4.73,75.0,False
363,2001.0,Dwayne Missouri,DE,Northwestern,258.0,5.03,38.0,21.0,116.0,7.5,4.4,77.0,False
364,2001.0,Willie Middlebrooks,CB,Minnesota,200.0,4.5,,17.0,,,,74.0,False
365,2001.0,Marlon McCree,SS,Kentucky,197.0,4.62,38.0,10.0,117.0,7.36,4.1,71.0,False
366,2001.0,Sedrick Hodge,OLB,North Carolina,244.0,4.49,32.0,21.0,120.0,,4.09,76.0,False
367,2001.0,Renaldo Hill,CB,Michigan State,178.0,4.68,35.5,10.0,116.0,7.07,4.18,71.0,False
368,2001.0,Ron Edwards,DT,Texas A&M,293.0,4.86,,,,,,75.0,False
369,2001.0,Nijrell Eason,CB,Arizona State,201.0,4.59,34.5,19.0,119.0,,,73.0,False
370,2001.0,Andre Dyson,CB,Utah,179.0,4.4,,,119.0,,,70.0,False
371,2001.0,Eric Downing,DT,Syracuse,302.0,5.23,,27.0,,,,75.0,False
372,2001.0,Tony Dixon,SS,Alabama,213.0,4.63,37.0,17.0,117.0,7.38,,73.0,False
373,2001.0,Anthony Denman,ILB,Notre Dame,239.0,4.76,,,,,,73.0,False
374,2001.0,Jarrod Cooper,SS,Kansas State,222.0,4.45,41.5,,130.0,6.87,3.9,72.0,False
375,2001.0,Chris Cooper,DE,Nebraska-Omaha,272.0,4.95,35.5,24.0,114.0,7.12,4.21,77.0,False
376,2001.0,Tay Cody,CB,Florida State,181.0,4.55,,11.0,,,,69.0,False
377,2001.0,Mario Fatafehi,DT,Kansas State,295.0,5.29,,,,,,74.0,False
378,2001.0,Jamar Fletcher,CB,Wisconsin,180.0,4.48,,,,,,69.0,False
379,2001.0,Anthony Herron,DE,Iowa,280.0,5.16,36.0,26.0,114.0,7.58,4.43,75.0,False
380,2001.0,Anthony Henry,CB,South Florida,198.0,4.6,41.0,15.0,126.0,6.9,4.2,73.0,False
381,2001.0,Jamie Henderson,CB,Georgia,202.0,4.48,40.5,10.0,125.0,6.9,4.12,73.0,False
382,2001.0,Reggie Hayward,DE,Iowa State,255.0,4.91,41.0,21.0,127.0,7.43,4.43,77.0,False
383,2001.0,Shaunard Harts,SS,Boise State,200.0,4.56,34.5,12.0,119.0,7.14,,72.0,False
384,2001.0,Casey Hampton,DT,Texas,314.0,5.25,,34.0,,,,73.0,True
385,2001.0,Morlon Greenwood,OLB,Syracuse,237.0,4.69,33.5,21.0,112.0,7.62,4.08,72.0,False
386,2001.0,DeLawrence Grant,DE,Oregon State,280.0,4.77,,,,,,75.0,False
387,2001.0,Jason Glenn,OLB,Texas A&M,236.0,4.94,36.0,14.0,115.0,7.16,4.31,73.0,False
388,2001.0,Derrick Gibson,SS,Florida State,218.0,4.45,,17.0,,,,74.0,False
389,2001.0,Nate Clements,CB,Ohio State,209.0,4.38,,,,,,71.0,True
390,2001.0,Nick Harris,P,California,221.0,,,,,,,74.0,False
391,2001.0,Jason Baker,P,Iowa,198.0,,,,,,,73.0,False
392,2001.0,Matt Allen,P,Troy,246.0,,,,,,,75.0,False
393,2001.0,Kevin Stemke,P,Wisconsin,187.0,,,,,,,74.0,False
394,2002.0,Rohan Davey,QB,LSU,245.0,4.74,,,,,,74.0,False
395,2002.0,Ladell Betts,RB,Iowa,220.0,4.62,38.0,23.0,116.0,7.06,4.06,70.0,False
396,2002.0,LeCharles Bentley,C,Ohio State,299.0,5.19,25.5,,103.0,7.85,4.54,74.0,True
397,2002.0,Jarrod Baxter,FB,New Mexico,245.0,4.7,32.5,23.0,116.0,7.1,4.27,73.0,False
398,2002.0,Mike Banks,TE,Iowa State,260.0,4.84,31.5,,104.0,,,76.0,False
399,2002.0,Jason Ball,C,New Hampshire,301.0,5.41,29.0,27.0,94.0,7.87,4.73,74.0,False
400,2002.0,Chris Baker,TE,Michigan State,258.0,4.81,35.0,18.0,112.0,6.95,,75.0,False
401,2002.0,Mark Anelli,TE,Wisconsin,262.0,4.8,,18.0,,,,76.0,False
402,2002.0,Damien Anderson,RB,Northwestern,211.0,4.56,33.5,27.0,112.0,6.93,4.02,70.0,False
403,2002.0,Brian Allen,RB,Stanford,209.0,4.46,33.0,19.0,112.0,6.9,4.08,69.0,False
404,2002.0,Chester Pitts,OT,San Diego State,320.0,5.22,30.0,,106.0,7.84,4.81,76.0,False
405,2002.0,Dwayne Blakley,TE,Missouri,256.0,4.96,32.5,21.0,107.0,7.33,4.29,77.0,False
406,2002.0,Deion Branch,WR,Louisville,191.0,4.47,36.0,,117.0,6.71,3.78,69.0,False
407,2002.0,Najeh Davenport,FB,Miami (FL),248.0,4.57,,,,,,73.0,False
408,2002.0,Ronald Curry,QB,North Carolina,220.0,4.59,35.0,,115.0,7.06,4.11,74.0,False
409,2002.0,Marc Colombo,OT,Boston College,313.0,5.27,29.5,30.0,101.0,7.65,4.6,80.0,False
410,2002.0,Rock Cartwright,RB,Kansas State,237.0,4.47,35.0,30.0,116.0,7.18,4.25,68.0,False
411,2002.0,Tim Carter,WR,Auburn,190.0,4.32,39.0,,126.0,6.68,3.93,72.0,False
412,2002.0,David Carr,QB,Fresno State,223.0,4.67,35.0,,108.0,7.05,4.28,75.0,False
413,2002.0,Kelly Campbell,WR,Georgia Tech,171.0,4.48,,,,,,70.0,False
414,2002.0,Reche Caldwell,WR,Florida,194.0,4.53,41.5,,130.0,7.0,4.1,72.0,False
415,2002.0,Joe Burns,RB,Georgia,213.0,4.81,31.0,21.0,105.0,,,69.0,False
416,2002.0,Antonio Bryant,WR,Pittsburgh,188.0,4.57,37.0,,121.0,,,73.0,False
417,2002.0,Clinton Portis,RB,Miami (FL),204.0,4.42,,,,,,71.0,True
418,2002.0,Patrick Ramsey,QB,Tulane,219.0,5.24,33.5,,112.0,7.12,4.09,74.0,False
419,2002.0,Chester Taylor,RB,Toledo,213.0,4.58,33.0,22.0,114.0,,,71.0,False
420,2002.0,Kurt Vollers,OT,Notre Dame,321.0,5.36,30.5,30.0,,,,79.0,False
421,2002.0,Javon Walker,WR,Florida State,210.0,4.38,39.5,,128.0,6.86,4.05,75.0,True
422,2002.0,Langston Walker,OT,California,344.0,5.26,28.5,21.0,102.0,8.09,4.95,80.0,False
423,2002.0,Fred Weary,C,Tennessee,308.0,5.37,32.0,34.0,104.0,7.68,4.63,76.0,False
424,2002.0,Jonathan Wells,RB,Ohio State,243.0,4.52,,,,,,73.0,False
425,2002.0,Brian Westbrook,RB,Villanova,200.0,4.57,37.0,26.0,118.0,7.09,,68.0,True
426,2002.0,Mike Williams,OT,Texas,375.0,5.3,30.0,29.0,102.0,,,78.0,False
427,2002.0,Ricky Williams,RB,Texas Tech,190.0,4.47,32.5,19.0,110.0,,,67.0,True
428,2002.0,Jerramy Stevens,TE,Washington,265.0,4.77,,,,,,79.0,False
429,2002.0,Antwaan Randle El,WR,Indiana,191.0,4.49,,,,,,70.0,False
430,2002.0,Josh Reed,WR,LSU,210.0,4.54,,,,,,70.0,False
431,2002.0,Robert Royal,TE,LSU,253.0,4.97,31.0,14.0,114.0,7.37,4.27,77.0,False
432,2002.0,Cliff Russell,WR,Utah,185.0,4.36,,,,,,71.0,False
433,2002.0,Jake Schifino,WR,Akron,200.0,4.49,,,,,,73.0,False
434,2002.0,Matt Schobel,TE,TCU,263.0,,34.5,,,,,77.0,False
435,2002.0,Josh Scobey,RB,Kansas State,218.0,4.42,40.5,21.0,124.0,6.96,3.93,71.0,False
436,2002.0,Jeremy Shockey,TE,Miami (FL),255.0,4.64,,,,,,77.0,True
437,2002.0,Charles Stackhouse,FB,Mississippi,252.0,4.93,29.0,20.0,111.0,7.63,4.53,74.0,False
438,2002.0,Donte' Stallworth,WR,Tennessee,197.0,4.48,,,,,,72.0,False
439,2002.0,Travis Stephens,RB,Tennessee,194.0,4.6,32.0,15.0,121.0,,,68.0,False
440,2002.0,Andre' Davis,WR,Virginia Tech,194.0,4.42,39.5,,123.0,6.77,4.1,73.0,False
441,2002.0,Adrian Peterson,RB,Georgia Southern,214.0,4.68,34.0,14.0,119.0,7.59,4.6,70.0,True
442,2002.0,Josh McCown,QB,Sam Houston State,221.0,4.59,38.5,,120.0,6.85,3.9,76.0,False
443,2002.0,Eric McCoo,RB,Penn State,214.0,4.55,32.5,14.0,112.0,,,70.0,False
445,2002.0,Jason McAddley,WR,Alabama,203.0,4.47,36.5,,123.0,6.83,4.09,73.0,False
446,2002.0,Lee Mays,WR,Texas-El Paso,190.0,4.55,32.5,,119.0,7.08,4.17,73.0,False
447,2002.0,Jamar Martin,FB,Ohio State,245.0,4.89,32.0,23.0,108.0,7.53,4.34,71.0,False
448,2002.0,Chris Luzar,TE,Virginia,270.0,4.76,32.5,22.0,115.0,6.84,4.17,79.0,False
449,2002.0,Ashley Lelie,WR,Hawaii,197.0,4.49,,,,,,75.0,False
450,2002.0,Kyle Kosier,OT,Arizona State,293.0,5.09,29.5,24.0,108.0,7.34,4.49,77.0,False
451,2002.0,Kurt Kittner,QB,Illinois,221.0,4.86,27.0,,100.0,7.34,4.5,74.0,False
452,2002.0,Terry Jones,TE,Alabama,265.0,4.79,33.5,20.0,111.0,7.43,4.43,75.0,False
453,2002.0,Levi Jones,OT,Arizona State,304.0,5.21,,,103.0,,,77.0,False
454,2002.0,Seth McKinney,C,Texas A&M,300.0,4.97,33.5,23.0,105.0,7.36,4.51,75.0,False
455,2002.0,Bryant McKinnie,OT,Miami (FL),343.0,5.13,,,,,,80.0,True
456,2002.0,Scott Peters,C,Arizona State,300.0,5.07,33.5,36.0,97.0,7.68,4.69,75.0,False
457,2002.0,Justin Peelle,TE,Oregon,255.0,4.75,29.0,21.0,110.0,7.34,4.29,76.0,False
458,2002.0,John Owens,TE,Notre Dame,265.0,4.77,38.5,21.0,117.0,,,75.0,False
459,2002.0,J.T. O'Sullivan,QB,California-Davis,223.0,4.88,29.0,,107.0,7.46,4.28,74.0,False
460,2002.0,Josh Norman,TE,Oklahoma,236.0,4.65,32.0,18.0,115.0,,,74.0,True
461,2002.0,Kendall Newson,WR,Middle Tennessee State,200.0,4.69,33.5,,117.0,6.87,4.27,74.0,False
462,2002.0,Larry Ned,RB,San Diego State,219.0,4.62,34.5,15.0,120.0,7.12,,71.0,False
463,2002.0,Maurice Morris,RB,Oregon,208.0,4.53,38.5,23.0,119.0,,,71.0,False
464,2002.0,Terrence Metcalf,OT,Mississippi,318.0,5.31,,28.0,,,,75.0,False
465,2002.0,Randy McMichael,TE,Georgia,247.0,4.88,29.5,18.0,112.0,7.58,4.28,75.0,False
466,2002.0,Daryl Jones,WR,Miami (FL),180.0,4.35,,,,,,69.0,False
467,2002.0,Doug Jolley,TE,BYU,251.0,4.6,38.0,18.0,117.0,6.9,4.18,76.0,False
468,2002.0,Lamar Gordon,RB,North Dakota State,214.0,4.55,34.0,16.0,119.0,,,73.0,False
469,2002.0,David Givens,WR,Notre Dame,217.0,4.56,40.5,,126.0,6.82,4.13,72.0,False
470,2002.0,David Garrard,QB,East Carolina,235.0,4.82,33.5,,111.0,7.35,4.26,74.0,True
471,2002.0,Jabar Gaffney,WR,Florida,193.0,4.56,,,,6.87,4.06,73.0,False
472,2002.0,Melvin Fowler,C,Maryland,300.0,5.46,27.0,32.0,99.0,7.51,4.6,75.0,False
473,2002.0,DeShaun Foster,RB,UCLA,222.0,4.57,35.5,20.0,119.0,6.82,4.16,73.0,False
474,2002.0,Tony Fisher,RB,Notre Dame,226.0,4.66,41.5,21.0,126.0,7.0,4.13,73.0,False
475,2002.0,Randy Fasani,QB,Stanford,224.0,4.77,31.5,,106.0,6.75,3.87,75.0,False
476,2002.0,Omar Easy,FB,Penn State,244.0,4.53,40.0,21.0,123.0,7.25,4.12,73.0,False
477,2002.0,T.J. Duckett,RB,Michigan State,254.0,4.45,,,,,,72.0,False
478,2002.0,Daniel Graham,TE,Colorado,248.0,4.64,36.0,,118.0,,,75.0,False
479,2002.0,William Green,RB,Boston College,221.0,4.6,42.0,27.0,121.0,,,72.0,False
480,2002.0,Ron Johnson,WR,Minnesota,225.0,4.7,34.5,,118.0,7.12,4.02,74.0,False
481,2002.0,Kyle Johnson,FB,Syracuse,242.0,4.74,34.0,22.0,119.0,7.4,4.35,73.0,False
482,2002.0,Javin Hunter,WR,Notre Dame,186.0,4.47,41.0,,129.0,6.84,4.04,71.0,False
483,2002.0,Dameon Hunter,RB,Utah,219.0,4.68,30.5,,113.0,,,71.0,False
484,2002.0,Matt Hill,OT,Boise State,300.0,5.33,28.5,20.0,101.0,7.58,4.54,78.0,False
485,2002.0,Kahlil Hill,WR,Iowa,200.0,4.65,35.0,,,,,74.0,False
486,2002.0,Maurice Hicks,RB,North Carolina A&T,200.0,4.64,,19.0,,,,70.0,False
487,2002.0,Leonard Henry,RB,East Carolina,206.0,4.57,35.0,26.0,113.0,7.11,4.29,73.0,False
488,2002.0,Keith Heinrich,TE,Sam Houston State,255.0,4.77,35.0,21.0,120.0,6.87,4.1,77.0,False
489,2002.0,Verron Haynes,FB,Georgia,224.0,4.78,31.5,25.0,117.0,7.27,4.08,70.0,False
490,2002.0,Herb Haygood,WR,Michigan State,193.0,4.45,33.0,,114.0,6.65,4.26,71.0,False
491,2002.0,Joey Harrington,QB,Oregon,215.0,4.89,32.0,,112.0,7.0,4.21,76.0,False
492,2002.0,Ryan Hannam,TE,Northern Iowa,251.0,4.69,30.5,18.0,113.0,7.07,4.21,74.0,False
493,2002.0,Kori Dickerson,FB,Southern California,240.0,4.75,34.0,22.0,116.0,7.34,4.51,76.0,False
494,2002.0,Kevin Bentley,OLB,Northwestern,243.0,4.68,39.0,23.0,120.0,6.71,3.83,72.0,False
495,2002.0,Chad Beasley,DT,Virginia Tech,303.0,5.15,31.5,27.0,104.0,7.75,4.6,77.0,False
496,2002.0,Rashad Bauman,CB,Oregon,186.0,4.44,39.0,10.0,118.0,,,68.0,False
497,2002.0,Justin Bannan,DT,Colorado,300.0,5.0,29.0,24.0,99.0,7.31,4.24,75.0,False
498,2002.0,Akin Ayodele,OLB,Purdue,257.0,4.81,35.0,26.0,121.0,7.0,4.12,74.0,False
499,2002.0,Marques Anderson,SS,UCLA,213.0,4.5,39.5,18.0,127.0,,,71.0,False
500,2002.0,James Allen,OLB,Oregon State,240.0,4.62,38.0,24.0,126.0,7.59,4.21,75.0,False
501,2002.0,Monsanto Pope,DT,Virginia,295.0,5.25,,,,,,75.0,False
502,2002.0,Saleem Rasheed,ILB,Alabama,229.0,4.66,,26.0,,,,75.0,False
503,2002.0,Kris Richard,CB,Southern California,186.0,4.47,39.5,10.0,120.0,,4.15,71.0,False
504,2002.0,Nick Rogers,OLB,Georgia Tech,251.0,4.73,36.0,22.0,117.0,7.02,4.19,74.0,False
505,2002.0,Rocky Bernard,DT,Texas A&M,294.0,4.96,33.0,30.0,108.0,7.43,4.41,75.0,False
506,2002.0,Rocky Boiman,OLB,Notre Dame,242.0,4.6,35.0,17.0,122.0,6.86,4.05,76.0,False
507,2002.0,Kenyon Coleman,DE,UCLA,284.0,4.97,,32.0,,,,77.0,False
508,2002.0,Chris Cash,CB,Southern California,177.0,4.5,,,,,,70.0,False
509,2002.0,Rocky Calmus,OLB,Oklahoma,243.0,4.69,,16.0,,,,75.0,False
510,2002.0,Courtland Bullard,OLB,Ohio State,234.0,4.69,36.5,,123.0,6.99,4.28,75.0,False
511,2002.0,Phillip Buchanon,CB,Miami (FL),186.0,4.31,,,,,,70.0,False
512,2002.0,Wendell Bryant,DT,Wisconsin,308.0,4.91,,,,,,76.0,False
513,2002.0,Sheldon Brown,CB,South Carolina,196.0,4.47,36.5,15.0,120.0,7.0,4.24,70.0,False
514,2002.0,Alex Brown,DE,Florida,260.0,4.74,,,,,,75.0,False
515,2002.0,Raheem Brock,DE,Temple,257.0,4.93,34.0,25.0,115.0,7.09,4.23,76.0,False
516,2002.0,Bruce Branch,CB,Penn State,192.0,4.53,35.0,,119.0,7.12,4.47,70.0,False
517,2002.0,Derek Ross,CB,Ohio State,197.0,4.56,,17.0,118.0,,,71.0,False
518,2002.0,Mike Rumph,CB,Miami (FL),205.0,4.47,,,,,,74.0,False
519,2002.0,Robert Thomas,OLB,UCLA,229.0,4.51,34.0,21.0,116.0,7.21,4.1,72.0,False
520,2002.0,Josh Thornhill,ILB,Michigan State,243.0,4.69,36.5,27.0,121.0,7.15,4.19,74.0,False
521,2002.0,David Thornton,OLB,North Carolina,236.0,4.62,35.5,26.0,117.0,6.93,4.09,74.0,False
522,2002.0,Larry Tripplett,DT,Washington,305.0,4.93,30.0,,102.0,,4.36,74.0,False
523,2002.0,Lenny Walls,CB,Boston College,192.0,4.67,37.0,7.0,120.0,,,76.0,False
524,2002.0,Anthony Weaver,DT,Notre Dame,296.0,4.95,32.5,24.0,109.0,7.37,4.31,75.0,False
525,2002.0,Dante Wesley,CB,Arkansas-Pine Bluff,211.0,4.43,35.0,15.0,116.0,7.25,4.22,73.0,False
526,2002.0,Chad Williams,SS,Southern Miss,207.0,4.58,36.5,20.0,121.0,6.96,,69.0,False
527,2002.0,Roy Williams,SS,Oklahoma,219.0,4.53,30.5,13.0,115.0,,,72.0,True
528,2002.0,Coy Wire,SS,Stanford,209.0,4.56,38.5,28.0,120.0,6.62,3.87,72.0,False
529,2002.0,Will Witherspoon,OLB,Georgia,231.0,4.68,38.0,25.0,122.0,7.09,4.21,73.0,False
530,2002.0,Kevin Thomas,CB,UNLV,180.0,4.64,35.0,10.0,122.0,,,71.0,False
